title_id,title,genre,authors,weekdays,length,subscribers,rating,views,likes,status,daily_pass,synopsis
4355,Can I Take It Back?,ROMANCE,shinmae,SUNDAY,5,170680,9.77,1131458,122059,ONGOING,False,"Hayan, a high school student, finally gathers the courage to confess to her crush. But somehow her confession ends up in the hands of another student named Bakha, who is rumored to be a bully and a womanizer. Hayan desperately tries to hide that she confessed to the wrong person because she is terrified by the rumors. Meanwhile, Bakha starts to take an interest in her, and opens up to her in his own way. Will Hayan be able to escape him and confess to the right person this time?"
4353,My Dud to Stud Boyfriend,DRAMA,"YERANG,SUTGGI",THURSDAY,5,95761,6.89,932492,83464,ONGOING,False,"You just wait. I’ll find a boyfriend who’s WAY better than you!
After being dumped by her hot ex-boyfriend of two years, Sia is on a mission to find the ultimate boyfriend to join her on her NewTube Channel. To her dismay, however, Minho, an overweight, nerdy otaku who gets bullied at school, asks her out. Should she accept him as her boyfriend? Can she succeed in transforming this dud into a superstud?"
4352,God Tribe,FANTASY,"Agu_JUNU,SEOPASS",THURSDAY,5,71645,9.6,574006,43018,ONGOING,False,"Latde, a member of a near-extinct God Tribe called The Hwan Tribe, is being raised in the hands of the Carnivore Tribe on the remote Carnivore Island, far away from the mainland. The Hwan Tribe members being raised on the island are sent away to the Hwan Continent upon reaching adulthood, and Latde’s older brother Latz has already left the island to live a new life in their homeland. But as Latde nears adulthood, the secret of the island is revealed, plunging it into turmoil."
4351,Fray,ACTION,GO100,MONDAY,7,89383,9.64,862983,76747,ONGOING,False,"In a world filled with demons, only knights blessed with miracles can fight against their tyranny. During a moment of desperation, Magpie was given a miracle, the one and only flame that can kill demons. But that very flame turns its owner into a demon that thirsts for ashes…
“Put in the firewood, if you don’t want to turn into a handful of ashes.”
"
4345,Taming the Marquess,ROMANCE,"Ire,KRFFR,gol_G",FRIDAY,3,133918,8.88,1588432,177079,ONGOING,True,"Laranora Ador gets more than she bargained for when she rescues a young boy from being sold off in an infamous auction house. The boy is actually Eskal Van Dyck, the ""Crazy Marquess,"" in disguise! Unaware of his violent and heartless true nature, Laranora takes Eskal under her wing. Determined to raise him with utmost care and respect, Laranora grows deeply attached to Eskal… and in return, the true Eskal begins to fall in love with her. Unfortunately, Eskal is often targeted for his powerful magic and ruthless ways, which leads to a tragic event that separates the two. But Eskal is determined to find her again as his true self. Will Laranora be able to accept who he really is? And more importantly, what will happen when something fishy brewing in the Imperial Palace may involve them both?"
4344,Nano Machine,ACTION,"Great H,GGBG,HANJUNG WOLYA",WEDNESDAY,5,60002,9.51,803510,68194,ONGOING,True,"Nanotechnology meets martial arts at the Mashin Academy. Yeo-un’s mother may not be one of the High Priest’s six official wives, but his father’s blood still qualifies him for a chance at the position of Minor Priest. Will a mysterious nanomachine injection from a future descendent help Yeo-un in this fierce competition against his powerful half-siblings?"
4316,Legends of Silica,FANTASY,Brian Edward Miller,MONDAY,10,56224,9.27,513496,50845,ONGOING,False,"Amory & Pearson, two ambitious glass crafters, learn they are evicted from their workshop and must seek out new opportunities. They never expected to find themselves as caretakers of the magical Kingdom of Silica. If they want to leave, all they must do is locate the five lost wizards of Silica, convince them to return to the Kingdom AND bring Durward, Warden of the Doors, Master Maker of Portals, and Cursed One out of exile. Simple! Join this magical adventure full of wizards, dragons, elemental creatures, and enchanted glass."
4315,Drawing on Heritage,TIPTOON,WEBTOON Creators,MONDAY,4,31594,8.3,533586,50877,COMPLETED,False,"Welcome to McDonald’s Drawing on Heritage series. Each week we are transported to moments in time, both real and fictional, drawing on the artist’s APA heritage. We hope you’ll join us as we celebrate family bonds, coming of age and what it means to grow up Asian American. Follow along as we celebrate throughout APA Heritage Month."
4314,Trash Belongs in the Trash Can!,ROMANCE,EDDiERiNG,SATURDAY,4,279003,9.59,1352703,164569,ONGOING,False,"Woobin is an expert at seducing rich ladies with his handsome looks, and lives off of the gifts he receives from them. He approaches the rich, beautiful Suji to prey on her... but ends up falling in love! Blinded by love, Woobin doesn't realize that Suji isn't the angel he thought she was, but rather has a dark side that slowly entangles him. Each with clearly different intentions, Woobin and Suji fall into a romance that can't be recycled!
"
4313,Time Roulette,FANTASY,"SN,Bae302,Choi Ye-gyun",SUNDAY,5,89804,9.35,580021,41307,ONGOING,False,"Poor law school student, Jeonghun Han, experiences a time slip via the time roulette machine he accidentally finds at his father's place. When he comes to his senses, he finds himself in the middle of a battlefield during the Joseon dynasty! But before Jeonghun can even process what’s happened, he’s approached by a messenger named Jun, who informs him that the only way he can go back to his time period is by completing the time roulette’s mission. Will Jeonghun be able to complete his mission and return to his time?"
4286,+99 Reinforced Wooden Stick,COMEDY,"HONGSIL,JIPERY",SATURDAY,5,161741,9.26,1341014,111146,ONGOING,False,"Welcome to “Chrono Life,” a virtual reality game where only the strongest survive.
Ji-u logs in to “Chrono Life,” only to be ignored and ridiculed by the other players for his lack of experience, crappy items, and being an overall noob.
But when he upgrades his wooden stick to the max reinforcement level of +99, Ji-u realizes he has the power to split continents and slay armies of thousands in just one swing.
“It’s time to teach the rest of you a lesson, you f*ckers.”
"
4269,A Heart for the Emperor,ROMANCE,"6S,coconutberry,yuIIimni",TUESDAY,3,156097,6.68,2535032,239913,ONGOING,True,"Our protagonist ends her day as usual, rereading her favorite novel before sleep. But, after awakening in the body of Princess Charlioni of the Kingdom of Linoa, the protagonist of that very novel, she realizes that it's only a matter of time before her kingdom is ruthlessly defeated at the hands of Casikaf, the blood-thirsty Emperor of Pretas. Fortunately, she has the upper hand of knowing that he’ll fall madly in love with her at first sight. But when the novel starts veering off track and every character isn't who they appear to be, she'll have to take matters into her own hands to get her happy ending. "
4212,Never-Ending Darling,THRILLER,Woollee,TUESDAY,6,95210,9.75,835735,89216,ONGOING,False,"Ha-im Yun lives in a world where people register their DNA into cloning databases, a world where human suffering has basically been eradicated. The brilliant mind behind this cloning technology is none other than Ha-im’s boyfriend of five years, Geunhu Ji. Their relationship isn’t perfect, but they make it work -- or so Ha-im thinks, until she finds a dead body at her boyfriend’s house… and the dead body is hers. The next day, she wakes up with no recollection of the previous day until she finds a note from herself in her room…
“Ha-im, if you’re reading this, you’re a clone.”"
4210,Time and Reason,ROMANCE,Colabear,FRIDAY,5,93958,8.59,634410,51605,ONGOING,False,"10 years ago, Banji and Baek-yeong, along with his three younger siblings, spent their happiest moments together. It seemed like time would last forever. But one day, it all came crashing down and Banji and Baek-yeong parted ways. 10 years later, the two fatefully meet again as coworkers, but Banji pushes Baek-yeong away. As for Baek-yeong, he is determined to reconnect with Banji because he doesn’t want to lose her again. Will Banji and Baek-yong be able to rekindle the relationship they once had?"
4209,Twilight Poem,FANTASY,"Kim Suji,MIDNIGHT STUDIO",WEDNESDAY,5,158481,9.77,1025787,117000,ONGOING,False,"Soru is a princess born from illegitimacy, and able to see ghosts although she is completely blind. Jahyeon is a heroic general who possesses the sun’s aura which can chase away spirits. Yato is the deadliest and most beautiful ghost, but his heart can’t feel anything. Soru and Jahyeon become bound to one another in an undesired marriage, but they both need each other –- she needs his aura, he needs her divine blood. As Soru’s unconditional sacrifice and love toward Jahyeon slowly melts his frozen heart, the same happens to Yato’s emotionless heart. All three have something that they need and want from one another. Could they become the salvation they need for one another?"
4208,Maybe Meant to Be,ROMANCE,"honeyskein,damcho",FRIDAY,6,539211,9.78,4066146,426087,ONGOING,False,"Jia Han, a 32-year-old freelancer with no work, is tired of her parents nagging her to get married and finally move out. When she runs into her childhood friend, Mincheol Jin, who is also feeling the same pressure from his parents, she blurts out that they should just get married to solve both of their problems. Little did she know he’d accept her suggestion, and she suddenly finds herself thrust into marriage. A story of an unexpected romance that’ll have you scrolling for more!"
4188,Teenage Dragon,COMEDY,Peanut,TUESDAY,6,54137,9.61,618171,55745,ONGOING,False,"“Hi! My name is Minji Kim. I used to be a teenage girl but after waking up from a nap one day, I turned into a fugly lizard! I want to go home! Somebody help! Wait… but, if I'm in this strange body, who’s in mine?!”

Minji is a high school girl living a normal life in an ordinary world. After waking up from her usual nap in class one day, she discovers that she has transformed into a powerful dragon who lives in an out-of-the-ordinary land. Minji forms a group of eccentric friends by using her wits, and together they embark on a journey to help Minji find her way back to her own world. Will Minji ever be able to return home?
"
4187,Phone Addict,ROMANCE,"HD,8",SATURDAY,5,136870,9.46,1064439,101529,ONGOING,False,"Do you ever find yourself glued to your phone screen all day? Such is the case for Damu Ju, a girl in her third year of high school who has a particular attachment to her relatively ancient smartphone of ten years. All she wants is to graduate quietly with no trouble, but her high school life becomes anything but ordinary when one day, her smartphone transforms into a cute human boy – who still functions as a phone!"
4182,Disconnected from Reality,THRILLER,"HHAANN,LIMYE",SUNDAY,10,101403,9.43,1121734,105911,ONGOING,False,"“Please help! I’ve been kidnapped by this man. Please call the police!”
Just like any other night, Hyeseong spends his time playing games with an online friend, Nana. But when Nana goes AFK and accidentally leaves his mic on, Hyeseong hears the voice of a panicked girl crying for help, saying she’s been kidnapped.
Once Nana gets back, he sounds suspicious of Hyeseong, even asking questions that sound like he’s trying to gauge Hyeseong’s reaction. Despite Hyeseong trying to act as natural as possible, Nana insists on meeting IRL…"
4180,Dreaming Freedom,DRAMA,2L,THURSDAY,5,134251,9.53,2473515,243740,ONGOING,True,"Jeongmin is a loner in high school being bullied by the Queen Bee, Juhyeon. The two were friends in elementary school before their friendship ended because of Juhyeon’s demand that Jeongmin should only be friends with her. Juhyeon uses this “betrayal” to fuel the classmates' insults and isolate Jeongmin in misery. Jeongmin has only one way to escape, through lucid dreams. One day, a mysterious man enters her dreams and offers to help her get revenge on Juhyeon…"
4179,Long After the Ending,ROMANCE,"Dorae,Wonderdream",SATURDAY,10,193253,9.6,1826493,251222,ONGOING,False," Elena Taylor, the former villainess of a romance story, has decided to walk away from the main story and open a Romance Counselling business. As an independent woman trying to find her footing in society with her fledgling venture, she is given the hardest request she’s ever encountered: help the sub-lead of the main plot, Hugh Godwin, debut in High-Society and get married, or get kicked out of the building she lives and works out of! Elena soon realizes that she’s in trouble when she meets Hugh, a burly, muscular bear of a knight who’s been burned by love. Will Elena be able to convince Hugh to find romance and keep her business running?"
4178,Our Secret Alliance,ROMANCE,Cakenyam,SATURDAY,10,146531,9.55,1304861,136149,ONGOING,False,From childhood friends to lovers! Se-i Yun and Jaeha Kim are model high school students who form an alliance to escape the prying eyes of their strict parents. They used to be childhood friends until something caused them to drift apart. Will this fake alliance be able to bring them back together?
4177,Loser Coin,DRAMA,"Lee Je Hwan,Beomsik",SUNDAY,10,76078,8.26,968435,67126,ONGOING,False,"He’s broke, lonely, and he’s a loser. With the betrayal by the only friend that he once thought he had, Uijin’s casual investment in cryptocurrency miraculously bears fruit, turning him into a millionaire in an instant. Thanks to the unexpected fortune, Uijin’s life somehow drastically changes for the better… or does it?"
4176,Limit Breaker,ACTION,"Oh,Hongsil,MiNo",SUNDAY,10,168924,9.15,1804444,157770,ONGOING,False,"Dungeons and monsters suddenly appear and the world falls into chaos. Gibong Kim, an ordinary young part-timer, has been sucked up into an awakening dimension for 3000 years to train his powers. When he makes his return to reality, he is a max-leveled player who only has one wish -- to reconcile with his loved ones. 10 years have passed in the real world during his absence. How will Gibong be able to find his place in the world with his new limit-breaking abilities?"
4175,Survival Log,ACTION,e_no,FRIDAY,10,45120,8.89,600570,47201,ONGOING,False,"Ssamsson, a streamer with 3 million subscribers, starts live streaming in a deserted island with five other streamers. To find catchier material, the group explores the island deeper and deeper and faces an old bunker. With curiosity and fear filling the air, the ATTACK has begun!"
4174,Killer Bang: The First Kill,ACTION,"doyeon kim,jinho bang",WEDNESDAY,11,32429,9.08,571581,31636,ONGOING,False,"Uigang Bang is an ordinary small business owner who leads an ordinary life… until unordinary things start to unfold in his life. His business partner suddenly disappears, leaving a notorious loan shark chasing after his company. His wife and their child-like dog survive an attempted murder by an impulsive killer only to live in fear of his second attack. Uigang faces the killer to end the matter, but things go south and now he faces two dead bodies instead. Just when he’s debating whether to turn himself in, he receives a life-changing offer -- do you want to become a hitman?"
4173,The Most Ordinary Girl,ROMANCE,Chogori,THURSDAY,10,131354,9.36,1470059,145250,ONGOING,False,"Have you ever wished you were special? Se-gye Lee certainly doesn’t! She wants nothing more than to be ordinary, but her extraordinary strength keeps landing her in hot water, like the time she accidentally knocked down the wall separating her home from her neighbor’s. Her good-looking neighbor, Juwon, is surprisingly nice about it, but he has secrets of his own. Then Yeong, who granted Se-gye her powers, comes back into her life. Se-gye asks him to make her normal again, but why does it seem like her life’s about to become much less ordinary?"
4169,Vixen: NYC,SUPER_HERO,"Jasmine Walls,Manou Azumi,Omar Vallejos,Hailey June,Toby Fan,BBM,Micah Myers,ITSURYUU",FRIDAY,7,96388,9.37,619973,77726,ONGOING,False,"Before starting college, Mari Jiwe's relatives gift her an ancestral totem, once fabled to give its wearer the powers of the animal kingdom. Mari just chalks its 'magical powers' up to superstition. After arriving in New York City, though, she definitely notices something strange about her new home. Especially the animals. While Mari battles staying awake in class and feral subway rats, dark plans emerge from the corners of the vast metropolis. Girls who look just like her start going missing and Mari can't shake the feeling that she's next. As for the totem? Turns out that the 'magical powers' are actually a thing, and Mari is next up to wield them. Freshman year is gonna be a doozy."
4161,Write to Your Heart! ,DRAMA,vaguni,WEDNESDAY,10,70981,9.1,813437,83883,ONGOING,False,"Dohui has horrible handwriting – except she doesn’t! She just hasn’t overcome her complex about the unique way she holds a pencil… not yet, anyway. When team leader Chanyeol Jeong takes interest in Dohui’s handwriting, she joins his project and they begin a professional partnership. As she begins working with Chanyeol, will Dohui be able to overcome her insecurity? And could their business relationship develop into something more?"
4156,Charming You,ROMANCE,"Gulrim,Park Soo jung",SATURDAY,10,151727,8.35,1573556,134425,ONGOING,False,"Jimin’s new goal in life is to get her hands on her crush’s underwear, but not for the reason you might think! She has been advised by her fortune teller that she’ll have a chance with him if she manages to stick a charm on his underwear. But how’s she supposed to do that when even just looking at him makes her tongue-tied? Luckily, Jimin has a plan, but will things go the way she wants, or will she end up making her crush hate her before she even gets a chance to use the charm?"
4154,Lullaby,FANTASY,"MJ,Baeklee",FRIDAY,10,122480,8.49,1254956,107509,ONGOING,False,"Seohwa finally gets hired at the best mattress company in the country, but its CEO, Cheolsu Gam, turns out to be a sleep demon who hasn't been able to sleep for 600 years! Upon meeting, he suspects that she's his human partner - the only person who can make him fall asleep and allow him to return to the demon world. It's strictly business, but there’s undeniable chemistry between the two of them. Will he be able to go back to the demon world, or will her sudden inability to sleep thwart their destiny?"
4153,Best Teacher Baek,ACTION,"ORIBORI,S.J LEE,Ganjjajang",THURSDAY,10,108379,9.76,1194210,122732,ONGOING,False,"Once the finest instructor in the Blood Cult, Suryong Baek is killed, only to to wake up in the body of someone who teaches martial arts at a small rural academy. His new body may be weak, but he knows how to fix it, and it’s not the first time that he’s found himself in a body that can’t access its inner power. Curing his body requires money, however, and Suryong decides that becoming the greatest instructor at a top academy is the best way to do it. Since he’ll be up against tough competition, Suryong will have to use everything he’s got to become a teaching superstar.
"
4152,Machine Uprising,SF,"Hongjacga,Tae-yul Park",TUESDAY,11,36637,9.42,462243,31080,ONGOING,False,"Yeong-gi Han, a talented soccer prospect teenager, loses all hope when he gets into an accident and hurts his left hand. He receives a prosthetic hand through a clinical trial and soon after, has constant nightmares of machines coming to life and destroying its surroundings. In the midst of confusion, he is chased by mysterious people and as he runs for his life, a girl he’s never met saves him and acts as if she knows him well. Who is she and why is he being chased? What is happening to his surroundings?"
4120,Happiness,ACTION,"Jin Cheol-soo,Park Si-hyun,Jung Seok-hyun",SUNDAY,5,96929,9.36,2215330,210653,ONGOING,True,"Saebom, a Sergeant of the Special Forces, and Ihyeon, a Detective Sergeant of Saeyang Police Station, are high school friends who enter into a marriage of convenience so that they can qualify to buy an apartment together, while a mysterious and seemingly contagious virus tears through their city of Saeyang. Saebom and Ihyeon move into their dream home only to find that the new virus that turns people violent and thirsty for blood has come knocking at their door."
4119,A Mark Against Thee,DRAMA,gotaeho,"MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,SUNDAY",7,51009,9.56,1992524,215312,COMPLETED,True,"Innocent man framed for murder and sentenced to death. Released 17 years later after his name was cleared. The times have changed. Yeop has changed. His friends and family have changed. Nothing is the same anymore. The harsh reality surrounding him turned Yeop from a grateful young man to a stoic, skeptical person. And now, he wants to exact revenge on everything that worked together to ruin his life."
4118,Mistake,DRAMA,"Cindy Chwa,Honeytoast",TUESDAY,12,148523,8.02,1267652,121599,ONGOING,False,"Kana and Arya see something they shouldn’t have while studying for their school’s mathematics competition... They catch their classmate, Melinda, and the headmaster’s son, Nico, recording an intimate encounter in the library. Nico sees the voyeuristic pair and puts Kana and Arya’s names on the video when he uploads it. When the video goes viral, Kana and Arya are forced into a reputation-saving marriage. It’ll be tough adjusting to their new lives as a married couple, but hopefully they have what it takes to learn to love one another.
"
4117,Who's Mr. President?,DRAMA,"S.M.S,KING Productions",TUESDAY,12,116261,9.82,940668,128609,ONGOING,False,"Chiara is a scholarship student starting her first year at Krisopras High School, an elite private school for the rich and famous. A commoner compared to her peers, Chiara’s first day is full of surprises. But the real shock comes when she ends up being chosen as the only ""public"" member of a private group dedicated to serving justice for the student body. Will she be able to cope with the life of a student at Krisopras High School along with her newfound position, and who is this ""president"" shrouded in mystery?"
4116,GANDA: Night Defender,ACTION,"Nikki Dibya Wardhana,Linka08",TUESDAY,13,42052,9.73,189712,27100,ONGOING,False,"The cheerful but clumsy college student Rika encounters constant misfortune in her normal life. When a missing report forces her to break the school’s rule against setting foot on campus after 9 pm, things take a turn for the worse. She soon finds herself under attack by an evil spirit known as a Djinn! Fortunately, Ganda, The Night Defender, comes to her rescue. To show her gratitude, she decides to be a Night Defender’s assistant. But does she have what it takes?"
4115,The Tax Reaper,DRAMA,"WintersleepTurtle,Elgar,Since",TUESDAY,16,197193,9.13,2683549,284084,ONGOING,False,"Crooked businessmen and civil servants got you down? Call the undertaker of the tax world, the Tax Reaper. Jaehyeon Shin has a gift that lets him see the amount of illegally withheld taxes as a number floating above people’s heads. But when he uses this ability to whistleblow on someone in his own company, he gets the axe. Branded a traitor in the business world, he decides to become a government employee and catch all the dirty white-collar criminals that profit through tax loopholes. Who’s neck will the Tax Reaper’s righteous blade strike next?"
4094,A Whirlwind Campus Affair,DRAMA,Uiyoung,SATURDAY,14,182820,9.52,2324587,285760,ONGOING,False,"Rumor has it that Baram Oh had an affair with her married art school professor. It’s been four years since that debacle, and now she’s back at campus to try and enjoy her college life. But she’s not the only thing who’s returned: there’s rumors of a water ghost roaming the halls, and it just might be following her around."
4093,Rewriting the Villainess,FANTASY,HONGHYE,FRIDAY,14,304756,9.65,3740016,458320,ONGOING,False,"Commander Liza Mary of the Imperial Knights returns victorious to the Empire of Phaeton after a long war to subjugate an enemy kingdom. But little did she know that her beloved fiancé Illian would leave her for Flora, the princess of the fallen enemy kingdom… After drinking herself into a heartbroken stupor that night, Liza awakens to the modern world in the body of timid high-schooler, Doeun. Puzzled and confused, Liza seeks to find out what happened and return to her own world, aided by Doeun’s friends Ian and Lora, who look suspiciously like Illian and Flora!"
4084,Roach,HORROR,"NOWONE,RIGHT HAND",THURSDAY,14,54538,9.24,768607,70645,ONGOING,False,"In the dead of night, you shed your skin, a husk of a thing, leaving you sticky, renewed… and repulsive. Everyone that lays eyes on you lunges towards you, their eyes full of disgust and intent to kill. You need to run. Nearly overnight, Taesu Im goes from a terminally ill family man to the most reviled existence on Earth. But it’s not just people’s perception of him that’s changed… it’s him. Something has turned him into a half-man, half-cockroach, and he needs to find out what—or who— did this to him before he gets squashed."
4081,King of the East,ACTION,"Lee Dani,Shin Jiwoo",THURSDAY,14,61157,9.56,971877,82286,ONGOING,False,"Long ago, ten suns rose into the sky, turning the earth into a scorched world crawling with demons. On the heavenly emperor’s orders, the hero Yae shot down nine of these ten suns. Many years later, the Solar Goddess initiates a conflict by releasing the demons with Hanbal in order to revive her sons. In response, the Heavenly Emperor calls upon Hang-ah and Dongbangsak in order to fight his wife... Can Hang-ah and Dongbangsak save the human world from the demons?!"
4079,The Fox Club,ROMANCE,HJ. Hwang,WEDNESDAY,14,123398,9.2,2053547,231163,ONGOING,False,"Meet Sangmok High’s Fox Club, home to the prettiest, wealthiest, and most popular girls in school. To ordinary Onyu Park, whose most extraordinary trait is being best friends with the gorgeous Chaeri Shin, the Foxes exist in a whole other world – or so she thinks – until she and Chaeri are suddenly thrown into the Fox Club headfirst! As if adjusting to high school wasn’t hard enough, the girls find themselves surrounded by prying eyes, rumors, catty schemes, and budding romance. Will Onyu and Chaeri’s friendship survive all of the drama and secrets? Who are the Foxes, really? And does Onyu have what it takes to become one of them?"
4077,Nina's Magic Chest,FANTASY,RD,WEDNESDAY,14,49455,8.86,1169025,106753,ONGOING,False,"Nina is living on her own for the first time and failing hard at adulting. She can’t hold down any part-time jobs, let alone get hired as a full-time employee anywhere. One day, she finds a magic chest on the street that seems to make wishes come true. What started out of curiosity and fun, quickly takes a dark turn as she becomes entangled with strange people and inexplicable events. Nina will have to face the butterfly effects of her seemingly innocuous wishes!
​"
4047,To The Stars and Back,SLICE_OF_LIFE,Peglo,"MONDAY,THURSDAY",32,359427,9.59,15742636,1542406,ONGOING,False,"Introverted and grumpy, 20-year-old Kang Dae spends the majority of his time alone, and he prefers it this way. One day, he gets a very friendly and bubbly neighbor named Bo Seon. Suddenly, his life takes a very different turn."
4015,Promise of an Orchid,FANTASY,"Jeong Hyun joo,PARK JIN HWAN",SUNDAY,6,153455,9.63,3295066,407477,ONGOING,True,"“I’ll wait for you,” whispers a mysterious, red-haired woman. So goes the recurring dream Jaesin Yang has had every night since the tragic massacre at the orphanage when he was a child. When he moves to the notoriously haunted Orchid Road to delve into the meaning behind his dreams, he is nearly killed by a vengeful demon on the first night. However, he is rescued by a beautiful woman named Socheon who looks just like the woman in his dreams. Together, they join forces to help innocent demons and fight against the demonic designs of Geumgwan, the lord of all demons. "
4014,Mythical Errand,FANTASY,GGOLI,FRIDAY,6,124812,9.32,3826843,413874,ONGOING,True,"When college student Hera Kang agrees to carry out her professor’s errand, she has no idea that her professor is actually a centuries-old deity. And the errand in question? Hera must choose between a shapeshifting fox and snake, deciding which one of them will receive the amulet in her possession to become a god."
4013,No Outtakes,ROMANCE,Go Sunyoung,MONDAY,3,150458,9.43,3632204,452082,ONGOING,True,"Jaerin seems like a hip college girl, but she spends her days as a shut-in geeking over Hwi, the male lead of her favorite period drama “Hwaya.” As part of a family intervention, her sister talks her into accepting a job as a TV extra. Upon arrival, Jaerin discovers that the set is for “Hwaya” but ruins the takes with her awkward movement. Worse comes to worst when she wanders off set and runs into Ahn, the actor playing Hwi. While Jaerin loves Hwi to death, she couldn’t care less about the egomaniacal star bringing him to life. Yet lo and behold, a near-fatal accident transports them into the drama! The once fictional world is now their reality. Jaerin must act out the role of Hwaya, the dragon maiden who saves her country from peril, without butchering her lines. Can she put up with Ahn and pull off her role as the heroine in a world without outtakes?"
4012,Be Still My Heart,SPORTS,Ilkwon Ha,"MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,SUNDAY",5,28946,9.13,563944,62871,COMPLETED,True,"A wayward teenager with existential questions, Sugu has a secret that he can’t tell anyone: he has a swimsuit fetish. When his homeroom teacher catches him peeping on the girls’ water polo team at school, Sugu is given only one way out. He must disguise himself as a girl and join the water polo team. He reluctantly accepts, only to discover that there’s much more to the sport than splashing around with cute girls in swimsuits. Somewhere along the way, Sugu might even discover the reason his heartbeat is taking up a new rhythm. 
"
4011,The World After the Fall ,ACTION,"singNsong,S-Cynan,Undead Gamja",FRIDAY,14,461290,9.78,5637245,543732,ONGOING,False,"Faced with imminent defeat and certain death, would you choose to run – or continue to fight for a doomed world? When mysterious towers appear across the world, summoning monsters that prey on mankind, this is the choice presented to the Tower Walkers – adventurers with special powers to fight the monsters. On the brink of death, they can choose to use a “regression stone” to return to the past for a second chance, though this decision places them in a separate timeline forever. Stubborn Tower Walker Jaehwan rejects this choice, choosing to fight for the original timeline, and learning shocking secrets about the Tower along the way."
4010,The Crimson Blade,FANTASY,Geuryeon,MONDAY,18,105487,9.43,1388593,128023,ONGOING,False,"Yeoran is a wandering warrior, whose sole mission in life is to find the demon that killed her father. One night, she finds herself warped into the demon world, having to save Princess Jaha from being married off to the Demon Master.  There, Yeoran discovers traces of her father, bringing her one step closer to finding his killer. To find more answers and fulfill her lifelong mission, Yeoran becomes Princess Jaha’s bodyguard. Will Yeoran finally be able to find closure?"
4006,The Prenup,ROMANCE,"Flada,Siwon,anne",WEDNESDAY,19,216006,8.21,3683031,316088,ONGOING,False,"What’s a girl to do when she has sworn off love completely? Get married, of course! When Seunghui Wu is scarred after the end of a relationship eight years ago, she refuses to even consider dating. But when her father comes to her with a old contract he made, promising her to another man’s son, there’s not much she can do. Despite her circumstances, Seunghui is determined to get married on her own terms, which are all conveniently laid out... in a prenup!"
4005,Ghost King,ACTION,"SON GOHOO,PARK JINSEOK",THURSDAY,18,125538,9.46,1407663,128587,ONGOING,False,"What if the world was divided into people with martial arts powers and people without? Taeyeon Kang was one of the lucky few born with such powers. He enrolls in Murim Police University, a special school for those with powers to stand on the side of justice… but he has a secret of his own. He’s here to uncover the truth behind his father’s disappearance as well as seek protection from the Evil Murim Faction which is after his family’s secret book of martial arts techniques. At the same time, the legendary Ghost King makes his grand return, years after his mysterious disappearance. Just who is this masked anti-hero?
"
4000,Bloodhounds,ACTION,Jeong Chan,"MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,SUNDAY",11,61784,9.28,1245232,116753,COMPLETED,True,"Bark, bark! Yes, I aim to please and do your bidding. And I’ll certainly never bare my teeth – that is, as long as you don’t show your back. Because it’s a dog-eat-dog world out there. Whether you’re a judge, CEO, boss of the criminal underworld, or a nobody, it doesn’t matter. In the face of money, all are equal."
3994,Aza,FANTASY,usaesae,MONDAY,18,251213,9.72,2983072,327525,ONGOING,False,"Throughout history, humans have been at war with the Fallen, demonic creatures who were banished to live in the Barrens for their sins. One day, the king of the Fallen, Azazel, is captured by the imperial hunters led by General Mu Ryang. But contrary to the general’s initial beliefs, Azazel isn’t the cold-hearted monster the legends have made him out to be. In fact, he shows compassion for his fellow Fallen who have been ruthlessly hunted down by the humans, and even offers himself up in exchange for his people’s safety. After this eye-opening encounter, Mu Ryang begins to question who the sinners really are, and Azazel plans to use the general’s changing perspective to turn him against the crown prince, Jeong Jin, and put an end to centuries' worth of conflict."
3993,My Reason to Die,ROMANCE,YUJU,TUESDAY,11,186800,9.67,1981683,201497,ONGOING,False,"Ji-o’s luck runs out when she gets injured before the tryouts for the national taekwondo team. In the middle of facing what seems to be the biggest crisis of her life, she meets Gyeol, a mysterious boy who changes her life forever. He’s the definition of a bad boy with a good heart, and she finds herself unable to resist his charms. However, she might be playing with fire as he’s someone who’s involved with the wrong crowd. Is falling for Gyeol worth the risk?"
3992,X & Ash,ACTION,"Sehoon Kim,Kwangsu Lee",WEDNESDAY,9,177729,9.71,1140244,113234,ONGOING,False,"X, a genius thief, and Ash, a boy with a mysterious past, decide to join the Azure Knights after a chance encounter with Ryu, the prime swordmaster. The entry exam for the Azure Knights is where the best of the best come to show exceptional skills. 
X and Ash must prove their might and win against the elite aristocrats!
Will they be able to become knights? 
And what cruel destiny will they face afterwards…?"
3966,Warrior Executioner,FANTASY,Serae Kim,FRIDAY,10,40426,9.24,641412,52952,ONGOING,False,"After whopping 20 years as the headsman of the kingdom, Denil finally gets to hang up his ax – not. With the flickering prospect of a tranquil, possibly happy post-beheading life snatched from him, he’s got no choice; open his eyes, open up the skills given to him by the Creator Goddess, open up about his tortured past, and bury that hatchet – preferably in his new enemies’ craniums. "
